concept1,concept2,textures,mse,range
evil,peace,"P22, P75, M102, G24, G53, S24",0.00144284036389253,0.9178769294750128
evil,peace,"S53, S102, F53, G22, P102, S24",8.459116332830228e-4,0.9460873393838886
evil,peace,"P22, P24, G22, S53, F102, F51",0.00109088273628396,0.887424988052822
evil,peace,"M53, M24, F102, G51, F22, P102",0.00104871057723409,0.925566752421692
evil,peace,"G51, M75, F102, F53, P102, G75",0.001199581303774,0.9697638984758672
evil,peace,"S22, G53, F22, P22, P75, F102",0.0013464137780546,0.9521911385484092
evil,peace,"P102, F53, G22, G53, S75, G75",0.00121998933399054,0.9865923214812086
evil,peace,"S0, S75, P22, P75, G75, G53",0.00145280274455988,0.9694035922993944
evil,peace,"P51, F51, M0, G53, M51, F0",0.00114131197966691,0.9063618741594044
evil,peace,"G51, S102, M53, M75, M102, P102",8.435753403501937e-4,0.9385210482241568
evil,peace,"F102, P102, G51, P0, M102, F53",0.00119952450128526,0.9730142170916606
evil,peace,"G22, F24, P102, S102, M53, F102",7.269127864688421e-4,0.9356855232622496
evil,peace,"G102, S0, S53, P0, P102, S102",0.00128286532221393,0.8838863202752674
evil,peace,"G53, P102, P75, G75, G24, S24",0.00115156613878825,0.8945339749240317
evil,peace,"M53, S102, G75, P22, P53, F102",0.00115689555054224,0.9707198955826152
evil,peace,"S102, G22, P22, P53, M53, G75",0.00107367254211204,0.9470433364906364
evil,peace,"M22, S22, G51, P53, F102, P22",8.211836879084281e-4,0.9664335792468132
evil,peace,"P102, F22, G22, F53, F75, G75",0.00112349044322056,0.9359734690800792
evil,peace,"G51, S53, P75, P102, F24, S51",9.57076009563335e-4,0.9026416909854962
evil,peace,"G53, F22, M102, P75, P102, P0",0.00113860588456231,0.9228890317470267
evil,peace,"G0, M24, G102, F0, M0, S22",9.741002655408688e-4,0.8824060786616268
evil,peace,"G22, F75, P24, F102, S51, P22",0.00106499681222563,0.8929816847560951
evil,peace,"M102, M51, P102, M53, G22, S102",6.783334538854902e-4,0.9356855232622496
evil,peace,"M51, M102, S24, P102, S102, F53",0.00109033686007848,0.911528723693728
evil,peace,"S22, M102, F75, P0, P102, G102",0.00130430053466561,0.9368237843325168
evil,peace,"P51, G0, G53, F0, F53, S24",0.00142316803351737,0.9051527332518235
evil,peace,"P0, S51, M51, P102, P75, M102",0.00139719191933293,0.9109815558423228
evil,peace,"P102, F24, M53, G75, G51, G22",9.469002604643974e-4,0.977394733072496
evil,peace,"F24, P102, F75, G75, F102, G102",0.00119773008529266,0.920561291514395
evil,peace,"G51, S102, F53, S24, P102, S53",8.833721533067943e-4,0.9489228643457958
evil,peace,"S53, F51, F53, P102, F102, G22",8.846240992677113e-4,0.938272321521964
evil,peace,"F53, M102, P102, F75, S51, G22",0.00110571483586663,0.948019137411012
evil,peace,"F22, G102, G22, P22, F24, F75",0.00110973809515889,0.9139623698535811
evil,peace,"P53, G75, G22, M53, M102, P22",0.00111849416015987,0.9890061908433484
evil,peace,"P102, G51, M22, G75, S51, M53",0.00131967273676533,0.9403613391979952
evil,peace,"G75, M22, M102, P53, G22, P22",0.00117607354889117,0.9851039052531904
evil,peace,"G51, P75, P0, S53, F51, P102",0.00130532716027927,0.887102410199412
evil,peace,"G102, S53, G22, S0, P22, M51",0.001173568584238,0.9136483375895912
evil,peace,"M102, P102, G24, G51, F75, M0",0.00126303924271472,0.9461950929741686
evil,peace,"S51, F75, F53, G75, G51, P102",0.00120744811344073,0.948019137411012
evil,peace,"S102, F53, S24, M51, F102, P102",0.0010506748429545,0.919467340895935
evil,peace,"F24, P102, S75, M22, G51, S102",0.00134474439571407,0.9315237437290196
evil,peace,"F102, F24, M102, P102, F75, G102",0.00125516378015109,0.9238116101301884
evil,peace,"P51, S51, S53, F102, G22, P22",0.00118562408781523,0.9009969644778262
evil,peace,"M53, P102, P0, F102, G22, G75",0.00121704896390401,0.959362082354228
evil,peace,"S51, F24, S102, P102, G102, S53",8.259340205948034e-4,0.9026416909854962
evil,peace,"M0, F102, S53, P102, F51, G51",0.00121823921448163,0.940948509081524
evil,peace,"P22, M22, G51, F102, P53, S75",8.327973702908765e-4,0.9709912111527468
evil,peace,"M0, F102, M22, P24, M53, F0",0.00119616021720124,0.9231643542553092
evil,peace,"M24, P102, G22, F102, S0, M53",0.00108197148595633,0.925566752421692
evil,peace,"M0, G53, M51, F0, P51, F51",0.00114131197966691,0.9063618741594044
evil,peace,"P102, P0, S0, S22, F24, P75",0.0012983809852208,0.9006026277540486
evil,peace,"P22, M102, M51, S102, G102, S24",0.00122857177931314,0.8901208296855
evil,peace,"F51, F75, P102, G51, M51, P75",0.00102751216163743,0.8865094107181997
evil,peace,"M102, G51, P24, S53, S0, P22",0.001308934697627,0.8842088981286773
evil,peace,"M53, F102, G22, P22, S22, P53",8.874279965914761e-4,0.9703358648369712
evil,peace,"P75, G53, G24, P102, M102, S0",0.00125478599933576,0.93771853978595
evil,peace,"M22, S22, P22, P53, G51, S102",7.333851675765388e-4,0.9459765758623856
evil,peace,"M102, G22, P102, S75, F53, M51",0.00125866560513006,0.9898554268829708
evil,peace,"G53, P102, F22, S24, S22, G102",0.00106284754860465,0.9040979136309322
evil,peace,"P102, F75, F51, M102, F53, G51",0.00116054381429715,0.9345952277884668
evil,peace,"G22, G0, M22, M53, P51, P0",0.00112869900794306,0.9161343877483752
evil,peace,"F24, F51, G102, P22, G75, S102",0.00118670696271059,0.8763588130593594
evil,peace,"M102, S51, P102, F53, S53, G51",0.00109725683555439,0.9518442979469682
evil,peace,"G102, G0, M22, F53, F102, F0",0.00127974220039448,0.8731721878423366
evil,peace,"P102, F75, P75, S102, G24, P0",0.00114103097027711,0.8923489940920566
evil,peace,"F24, G24, P102, G102, S53, G51",0.00115738409973408,0.898095879447498
evil,peace,"G75, S53, G102, P102, S75, P0",0.00129965286592744,0.9354224101586566
evil,peace,"G51, S75, M53, P22, P53, F102",9.624272730505906e-4,0.9748934967429048
evil,peace,"S0, G51, F53, F75, P102, M102",0.0011627619639691,0.931480404059971
evil,peace,"F51, G102, S24, G75, P102, G53",8.537519263485988e-4,0.9029435777862208
evil,peace,"M22, G0, S22, F0, F53, G102",0.00121919392027538,0.8731721878423366
evil,peace,"M24, S22, P53, P22, G51, F102",9.367313575010792e-4,0.964824998099014
evil,peace,"M75, G102, F75, P102, S102, F22",0.00122442443770862,0.8871382631729252
evil,peace,"F24, S75, F75, G102, P102, G75",0.00123079334589508,0.9373897145197364
evil,peace,"G22, F102, P53, S22, M53, P22",8.874279965914761e-4,0.9703358648369712
evil,peace,"P0, G51, F22, P75, P102, S53",0.00118758004252137,0.8884236275592967
evil,peace,"M0, M24, F53, G22, P0, P51",8.403543297202002e-4,0.8995622373803186
evil,peace,"F75, G51, G102, P102, S0, M51",0.00110312753439328,0.883394586989704
evil,peace,"P24, F53, G51, M0, M22, M75",8.957317694651968e-4,0.8942598154302956
evil,peace,"G51, F75, G102, G24, P102, M51",0.00119820991221209,0.8954330883443415
evil,peace,"G51, F102, F22, P102, F53, S53",9.600950219726603e-4,0.9395935388818488
evil,peace,"M24, S75, M53, F22, P102, G51",0.00127084993837744,0.925566752421692
evil,peace,"G102, F75, F22, M51, G51, P102",0.00107214486203364,0.8878876520098122
evil,peace,"P0, P102, F24, S0, S75, P75",0.00128783834792313,0.9006026277540486
evil,peace,"M75, S102, M53, P102, S75, G51",7.994326213313616e-4,0.9385210482241568
evil,peace,"F102, S0, G22, P102, F75, M0",0.00117315728500407,0.934156591619531
evil,peace,"P102, M53, M24, G22, G24, F102",0.00120328401530561,0.925566752421692
evil,peace,"M51, S53, P75, F22, S102, P102",8.204444082136472e-4,0.8915077218115817
evil,peace,"S102, S24, M51, G75, P102, F53",0.00108787675779631,0.914421014831708
evil,peace,"P22, P53, M22, S22, G51, F102",8.211836879084281e-4,0.9664335792468132
evil,peace,"P0, F53, M53, P51, S102, M0",0.00111667743168368,0.8995622373803186
evil,peace,"G75, G102, F102, M51, S53, P102",0.00116461938825661,0.9216780814056
evil,peace,"S24, P75, P102, F102, G24, G53",0.0010388655097821,0.8945339749240317
evil,peace,"S0, P102, M24, M53, G22, F102",0.00108197148595633,0.925566752421692
evil,peace,"G0, P24, M24, S75, F0, M53",0.00149896504743912,0.908369767479006
evil,peace,"M75, P102, G51, M53, S22, S102",7.934296957574165e-4,0.9385210482241568
evil,peace,"F51, G53, S24, P102, G102, G75",8.537519263485988e-4,0.9029435777862208
evil,peace,"G102, F0, G75, M0, G0, M22",0.00111678081723084,0.8824060786616268
evil,peace,"M53, P53, P22, G51, S102, M102",0.00113389688754597,0.9498788614525436
evil,peace,"F102, P102, G75, M75, G102, S53",0.00130095798846729,0.920928692568713
evil,peace,"M102, M24, F53, P75, G0, F0",0.00109017703616549,0.8656123368331516
evil,peace,"M51, F75, P102, P75, S53, S102",0.00104386334010139,0.9388053118777012
evil,peace,"G53, M0, G51, M24, P24, F53",9.880859526287616e-4,0.8942598154302956
evil,peace,"F75, F102, F53, P102, G22, S51",9.270734050426112e-4,0.948019137411012
evil,peace,"M53, F24, S102, G75, P102, G22",6.915072738917931e-4,0.9356855232622496
evil,peace,"G75, F51, P75, P22, S22, P0",0.00151567427395908,0.966706519343346
evil,peace,"P102, G102, S53, M51, F51, S102",9.46194000123256e-4,0.890186504451697
evil,peace,"M75, P102, S102, F102, F53, S24",8.99731065563436e-4,0.919467340895935
evil,peace,"M75, S102, P102, F53, F102, S24",8.99731065563436e-4,0.919467340895935
evil,peace,"G22, S53, P75, F24, P102, G24",0.00104766204776552,0.898095879447498
evil,peace,"F53, P102, F75, S0, F102, G22",9.936260173257895e-4,0.931480404059971
evil,peace,"F24, S102, F53, S75, P102, S24",0.00126535087469022,0.9081996508809116
evil,peace,"M102, G102, G53, P102, F75, S0",0.00131669346244705,0.890948720327176
evil,peace,"F102, P102, F53, P0, M102, G51",0.00119952450128526,0.9730142170916606
evil,peace,"M24, P102, M53, F22, G22, F102",0.00107670799265406,0.925566752421692
