concept,F0,F102,F22,F24,F51,F53,F75,G0,G102,G22,G24,G51,G53,G75,M0,M102,M22,M24,M51,M53,M75,P0,P102,P22,P24,P51,P53,P75,S0,S102,S22,S24,S51,S53,S75
lemon,0.6423611111111112,0.4375,0.5277777777777778,0.5277777777777778,0.2777777777777778,0.5243055555555556,0.35416666666666663,0.3611111111111111,0.3611111111111111,0.7678571428571429,0.7152777777777778,0.3923611111111111,0.7777777777777778,0.5763888888888888,0.33333333333333337,0.3472222222222222,0.38541666666666663,0.3263888888888889,0.22569444444444445,0.33928571428571425,0.3923611111111111,0.4027777777777778,0.2777777777777778,0.3576388888888889,0.5069444444444444,0.2222222222222222,0.59375,0.39285714285714285,0.3819444444444444,0.3506944444444444,0.4409722222222222,0.4722222222222222,0.21875,0.5277777777777778,0.375
lightning,0.22916666666666669,0.18571428571428572,0.1875,0.19444444444444445,0.2222222222222222,0.1909722222222222,0.24305555555555552,0.3472222222222222,0.40625,0.2986111111111111,0.36111111111111105,0.4826388888888889,0.2951388888888889,0.2465277777777778,0.19444444444444448,0.2013888888888889,0.15714285714285714,0.14930555555555555,0.2048611111111111,0.18571428571428572,0.17142857142857143,0.3125,0.38888888888888895,0.4965277777777778,0.3819444444444444,0.5972222222222222,0.2881944444444444,0.2857142857142857,0.25357142857142856,0.21875,0.24652777777777776,0.2013888888888889,0.4097222222222222,0.24305555555555555,0.2642857142857143
lion,0.39864864864864863,0.4189189189189189,0.5067567567567568,0.35135135135135137,0.34797297297297297,0.47972972972972966,0.4722222222222222,0.08108108108108107,0.14583333333333331,0.17229729729729729,0.11486486486486486,0.11486486486486487,0.08680555555555554,0.11148648648648647,0.7635135135135135,0.5304054054054054,0.7395833333333334,0.7465277777777778,0.625,0.7331081081081081,0.5878378378378378,0.11148648648648649,0.17708333333333331,0.21283783783783786,0.21283783783783788,0.14236111111111108,0.22297297297297297,0.1875,0.11486486486486486,0.08108108108108109,0.125,0.10135135135135134,0.05067567567567568,0.13175675675675674,0.0912162162162162
love,0.6597222222222222,0.4678571428571428,0.45833333333333337,0.53125,0.4826388888888889,0.5798611111111112,0.6180555555555556,0.4571428571428572,0.1909722222222222,0.3506944444444444,0.3576388888888889,0.29166666666666663,0.4131944444444444,0.375,0.6493055555555556,0.5173611111111112,0.55,0.5972222222222222,0.4756944444444444,0.6178571428571429,0.5451388888888888,0.3506944444444444,0.1388888888888889,0.09375,0.21180555555555555,0.2152777777777778,0.23958333333333331,0.23958333333333331,0.4305555555555557,0.4305555555555556,0.4027777777777778,0.42361111111111105,0.47916666666666663,0.5486111111111112,0.44097222222222215
mango,0.7357142857142858,0.22916666666666669,0.47916666666666663,0.4930555555555556,0.2638888888888889,0.6145833333333334,0.30714285714285716,0.6423611111111112,0.1284722222222222,0.35,0.4756944444444444,0.3,0.5486111111111112,0.36428571428571427,0.5555555555555556,0.2847222222222222,0.46875,0.4791666666666667,0.3888888888888889,0.48958333333333337,0.2986111111111111,0.6111111111111112,0.11458333333333333,0.1597222222222222,0.2222222222222222,0.13194444444444445,0.375,0.1423611111111111,0.625,0.20833333333333331,0.3090277777777778,0.4097222222222222,0.4236111111111111,0.6006944444444444,0.3090277777777778
mushroom,0.6785714285714286,0.30714285714285716,0.4928571428571429,0.46071428571428574,0.3392857142857143,0.5357142857142857,0.3308823529411765,0.3678571428571429,0.11029411764705882,0.21691176470588236,0.35357142857142854,0.2352941176470588,0.34558823529411764,0.20714285714285713,0.37857142857142856,0.2,0.35,0.34191176470588236,0.23214285714285712,0.35357142857142854,0.21785714285714286,0.4107142857142857,0.08823529411764705,0.07720588235294118,0.15357142857142858,0.10357142857142856,0.20357142857142857,0.11785714285714285,0.6214285714285714,0.24642857142857144,0.45714285714285713,0.4571428571428572,0.37857142857142856,0.6214285714285714,0.275
near,0.4861111111111111,0.45608108108108103,0.5104166666666666,0.5,0.4797297297297297,0.4358108108108108,0.4797297297297297,0.5371621621621622,0.46621621621621623,0.4560810810810811,0.44594594594594594,0.44932432432432434,0.47635135135135137,0.38513513513513514,0.5168918918918919,0.5101351351351351,0.44256756756756754,0.5675675675675675,0.4594594594594595,0.5202702702702703,0.4831081081081081,0.47635135135135137,0.43243243243243246,0.4594594594594595,0.4831081081081081,0.43243243243243246,0.49324324324324326,0.4594594594594595,0.5304054054054055,0.48986486486486486,0.44932432432432434,0.4560810810810811,0.4391891891891892,0.4695945945945946,0.5777027027027027
night,0.5592105263157895,0.3618421052631579,0.3717105263157895,0.4189189189189189,0.4276315789473685,0.5164473684210527,0.40878378378378377,0.5789473684210527,0.39144736842105265,0.44256756756756754,0.5230263157894737,0.5032894736842105,0.4967105263157895,0.5032894736842105,0.6414473684210527,0.5263157894736843,0.5657894736842105,0.6118421052631579,0.5493421052631579,0.581081081081081,0.5921052631578947,0.506578947368421,0.37171052631578955,0.3552631578947369,0.3684210526315789,0.33223684210526316,0.3125,0.4407894736842105,0.4309210526315789,0.4309210526315789,0.4473684210526316,0.39144736842105265,0.4155405405405405,0.46621621621621623,0.48986486486486486
noon,0.3388157894736842,0.45723684210526316,0.4375,0.3848684210526316,0.41118421052631576,0.3256578947368421,0.4276315789473685,0.4473684210526316,0.4473684210526316,0.41776315789473684,0.3918918918918919,0.3782894736842105,0.41216216216216217,0.40789473684210525,0.32565789473684215,0.3782894736842105,0.39144736842105265,0.29605263157894735,0.3519736842105263,0.3256578947368421,0.29729729729729726,0.45394736842105265,0.5197368421052632,0.48355263157894735,0.5427631578947368,0.46710526315789475,0.4967105263157895,0.48026315789473684,0.4934210526315789,0.40460526315789475,0.3618421052631579,0.4375,0.4901315789473684,0.39144736842105265,0.3717105263157895
ocean,0.4548611111111111,0.3159722222222222,0.3402777777777778,0.3541666666666667,0.4930555555555556,0.34375,0.4305555555555556,0.5520833333333334,0.4722222222222222,0.5,0.6041666666666666,0.6215277777777778,0.5625,0.5277777777777778,0.22222222222222218,0.2986111111111111,0.2678571428571429,0.20486111111111108,0.3819444444444444,0.22916666666666669,0.3159722222222222,0.3645833333333333,0.36428571428571427,0.2743055555555556,0.35416666666666663,0.5138888888888888,0.3576388888888889,0.4409722222222222,0.5833333333333334,0.6145833333333334,0.5555555555555556,0.5798611111111112,0.6678571428571428,0.6319444444444444,0.6076388888888888
pants,0.4111842105263158,0.30743243243243246,0.48026315789473684,0.39864864864864863,0.3815789473684211,0.47039473684210525,0.3157894736842105,0.16776315789473684,0.1710526315789474,0.2730263157894737,0.20394736842105263,0.19736842105263155,0.27960526315789475,0.19407894736842107,0.5197368421052632,0.3923611111111111,0.5202702702702703,0.5067567567567568,0.5230263157894737,0.569078947368421,0.4111842105263158,0.2006578947368421,0.125,0.1611842105263158,0.19736842105263158,0.1743421052631579,0.29605263157894735,0.17905405405405406,0.14802631578947367,0.10526315789473686,0.15460526315789475,0.22368421052631576,0.15131578947368418,0.19078947368421054,0.14144736842105263
peace,0.7534722222222222,0.3923611111111111,0.4965277777777778,0.48958333333333337,0.4444444444444444,0.6736111111111112,0.5243055555555556,0.75,0.26041666666666663,0.3860294117647059,0.45833333333333337,0.3576388888888889,0.5833333333333334,0.4027777777777778,0.6840277777777778,0.40714285714285714,0.6180555555555556,0.6180555555555556,0.5,0.6041666666666666,0.5798611111111112,0.6076388888888888,0.11458333333333333,0.11111111111111109,0.2048611111111111,0.16666666666666669,0.2777777777777778,0.2361111111111111,0.48263888888888895,0.3821428571428571,0.375,0.45486111111111105,0.46875,0.48958333333333337,0.3678571428571429
peach,0.5104166666666666,0.45833333333333337,0.6029411764705882,0.6178571428571429,0.4826388888888889,0.6215277777777778,0.5,0.16666666666666669,0.13194444444444448,0.20833333333333331,0.2013888888888889,0.15625,0.2673611111111111,0.18055555555555555,0.7534722222222222,0.6701388888888888,0.75,0.7847222222222222,0.6805555555555556,0.7777777777777778,0.6840277777777778,0.20833333333333331,0.09375,0.1840277777777778,0.3055555555555556,0.13571428571428573,0.3285714285714286,0.22569444444444445,0.2673611111111111,0.2013888888888889,0.30208333333333337,0.3472222222222222,0.24305555555555555,0.3506944444444444,0.22916666666666666
reliability,0.5472972972972973,0.36824324324324326,0.44594594594594594,0.41216216216216217,0.3952702702702703,0.5641891891891893,0.3310810810810811,0.6993243243243243,0.42229729729729726,0.5067567567567568,0.5337837837837838,0.5304054054054054,0.5878378378378378,0.43243243243243246,0.5,0.40202702702702703,0.46283783783783783,0.48986486486486486,0.3952702702702703,0.43581081081081086,0.40540540540540543,0.7094594594594594,0.43918918918918914,0.4652777777777778,0.42229729729729726,0.44932432432432434,0.5202702702702703,0.34797297297297297,0.3918918918918919,0.36824324324324326,0.36486486486486486,0.38175675675675674,0.3141891891891892,0.40878378378378377,0.38513513513513514
sad,0.23958333333333331,0.2638888888888889,0.24642857142857144,0.3611111111111111,0.25,0.3055555555555556,0.23958333333333331,0.2638888888888889,0.2714285714285714,0.3194444444444444,0.32291666666666663,0.3541666666666667,0.21875,0.3298611111111111,0.22222222222222218,0.27083333333333337,0.2569444444444444,0.2569444444444444,0.26388888888888895,0.2673611111111111,0.30902777777777785,0.2673611111111111,0.2534722222222222,0.28214285714285714,0.2361111111111111,0.2743055555555556,0.2569444444444444,0.2361111111111111,0.38541666666666663,0.2743055555555556,0.3611111111111111,0.3321428571428572,0.32291666666666663,0.3263888888888889,0.29642857142857143
safety,0.5472972972972973,0.44932432432432434,0.4797297297297297,0.5067567567567568,0.5371621621621622,0.5608108108108109,0.5277777777777778,0.3918918918918919,0.2702702702702703,0.3614864864864865,0.38851351351351354,0.30067567567567566,0.3344594594594595,0.2951388888888889,0.4857142857142857,0.40625,0.5337837837837838,0.5641891891891891,0.4791666666666667,0.45270270270270274,0.4358108108108108,0.3614864864864865,0.2804054054054054,0.2635135135135135,0.27702702702702703,0.28378378378378377,0.3310810810810811,0.24324324324324326,0.3952702702702703,0.47635135135135137,0.46283783783783783,0.46621621621621623,0.44932432432432434,0.4189189189189189,0.42567567567567566
sandstorm,0.4652777777777778,0.5798611111111112,0.7285714285714285,0.65625,0.5243055555555556,0.5868055555555556,0.5833333333333333,0.1107142857142857,0.3993055555555556,0.4375,0.325,0.2569444444444444,0.25,0.2964285714285714,0.5428571428571428,0.6006944444444444,0.5659722222222222,0.5729166666666666,0.5416666666666666,0.5451388888888888,0.5392857142857143,0.2916666666666667,0.5833333333333334,0.7118055555555556,0.6805555555555556,0.3819444444444444,0.6909722222222222,0.5347222222222222,0.1423611111111111,0.22569444444444448,0.2569444444444444,0.16666666666666666,0.14583333333333331,0.15357142857142858,0.16666666666666669
shirt,0.35526315789473684,0.3190789473684211,0.3519736842105263,0.33108108108108103,0.34210526315789475,0.46710526315789475,0.32894736842105265,0.09868421052631578,0.09868421052631578,0.14144736842105263,0.14864864864864863,0.08552631578947369,0.18092105263157893,0.10855263157894737,0.618421052631579,0.4605263157894737,0.6118421052631579,0.6052631578947368,0.5592105263157895,0.6587837837837838,0.4934210526315789,0.1381578947368421,0.05592105263157895,0.06756756756756759,0.1118421052631579,0.06578947368421054,0.12828947368421054,0.10526315789473684,0.13486842105263158,0.0855263157894737,0.12828947368421054,0.14527027027027026,0.125,0.15789473684210525,0.125
shoes,0.5328947368421053,0.45065789473684215,0.5789473684210527,0.5067567567567568,0.49324324324324326,0.4736842105263158,0.5230263157894737,0.3980263157894737,0.5263157894736843,0.5493421052631579,0.5263157894736843,0.5164473684210527,0.5405405405405406,0.47039473684210525,0.3486842105263158,0.3651315789473684,0.3092105263157895,0.35526315789473684,0.3125,0.34539473684210525,0.3092105263157895,0.4638157894736842,0.4901315789473684,0.5460526315789473,0.5263157894736843,0.4769736842105263,0.5,0.555921052631579,0.5230263157894737,0.5361842105263158,0.5032894736842105,0.5460526315789473,0.48355263157894735,0.4901315789473684,0.5460526315789473
sky,0.6178571428571429,0.2881944444444444,0.2847222222222222,0.36458333333333337,0.35416666666666663,0.45833333333333337,0.36428571428571427,0.6493055555555556,0.17142857142857143,0.3090277777777778,0.4340277777777778,0.30208333333333337,0.45588235294117646,0.26041666666666663,0.38571428571428573,0.4027777777777778,0.3819444444444444,0.4027777777777778,0.3159722222222222,0.4409722222222222,0.40625,0.5416666666666666,0.12152777777777778,0.07291666666666666,0.1142857142857143,0.1875,0.15357142857142858,0.1423611111111111,0.45,0.375,0.2986111111111111,0.3298611111111111,0.3472222222222222,0.47916666666666663,0.32291666666666663
sleeping,0.6544117647058824,0.5514705882352942,0.5661764705882353,0.5735294117647058,0.5294117647058824,0.7095588235294118,0.5514705882352942,0.2196969696969697,0.08455882352941176,0.14015151515151514,0.1875,0.15530303030303033,0.22794117647058823,0.1360294117647059,0.6470588235294118,0.6213235294117647,0.6433823529411765,0.6507352941176471,0.5919117647058824,0.6875,0.5919117647058824,0.18382352941176472,0.033088235294117654,0.0625,0.06818181818181819,0.0625,0.10661764705882353,0.07720588235294118,0.4431818181818182,0.5257352941176471,0.4816176470588235,0.48161764705882354,0.4338235294117647,0.4889705882352941,0.5110294117647058
socks,0.40789473684210525,0.44932432432432434,0.45723684210526316,0.4309210526315789,0.41776315789473684,0.4736842105263158,0.555921052631579,0.07236842105263158,0.13157894736842107,0.09210526315789473,0.08223684210526316,0.08223684210526316,0.12171052631578946,0.13157894736842107,0.7335526315789473,0.5888157894736842,0.7401315789473684,0.7905405405405406,0.6644736842105263,0.7601351351351351,0.6151315789473685,0.08552631578947369,0.09868421052631578,0.12828947368421054,0.15131578947368424,0.0625,0.12162162162162163,0.17105263157894737,0.2138157894736842,0.27960526315789475,0.27960526315789475,0.32565789473684215,0.2006578947368421,0.2532894736842105,0.35855263157894735
speed,0.4930555555555556,0.20945945945945948,0.33333333333333337,0.30067567567567566,0.2972972972972973,0.43243243243243246,0.2533783783783784,0.7533783783783784,0.3209459459459459,0.5659722222222222,0.6351351351351351,0.5743243243243243,0.7027027027027027,0.49324324324324326,0.42567567567567566,0.2702702702702703,0.34121621621621623,0.26013513513513514,0.32432432432432434,0.3141891891891892,0.3108108108108108,0.7736486486486487,0.2804054054054054,0.3581081081081081,0.4201388888888889,0.47297297297297297,0.5472972972972973,0.25675675675675674,0.30067567567567566,0.19256756756756757,0.20608108108108109,0.24324324324324328,0.24324324324324326,0.2635135135135135,0.14189189189189189
strawberry,0.39236111111111105,0.5694444444444444,0.5243055555555556,0.5972222222222222,0.2743055555555556,0.4166666666666667,0.46875,0.13194444444444445,0.3854166666666667,0.5729166666666666,0.5277777777777778,0.17013888888888892,0.4965277777777778,0.4513888888888889,0.36458333333333337,0.44791666666666663,0.42708333333333337,0.40625,0.3541666666666667,0.3298611111111111,0.4375,0.125,0.3298611111111111,0.4305555555555556,0.5659722222222222,0.13541666666666666,0.5104166666666666,0.3923611111111111,0.2638888888888889,0.4722222222222222,0.6111111111111112,0.5208333333333334,0.25,0.3715277777777778,0.4375
sunset,0.46785714285714286,0.23928571428571427,0.2673611111111111,0.2881944444444444,0.31597222222222215,0.3784722222222222,0.2569444444444444,0.4270833333333333,0.1284722222222222,0.21180555555555555,0.3055555555555556,0.2465277777777778,0.40625,0.24305555555555552,0.33333333333333337,0.3506944444444444,0.32291666666666663,0.34375,0.33333333333333337,0.3715277777777778,0.2951388888888889,0.375,0.1076388888888889,0.0763888888888889,0.15625,0.1875,0.1736111111111111,0.15625,0.2673611111111111,0.2222222222222222,0.19444444444444445,0.2604166666666667,0.2881944444444444,0.2847222222222222,0.20833333333333331
train,0.38175675675675674,0.29729729729729726,0.36486486486486486,0.3344594594594595,0.4391891891891892,0.3402777777777778,0.3141891891891892,0.5168918918918919,0.40202702702702703,0.42229729729729726,0.46621621621621623,0.5405405405405406,0.49324324324324326,0.49324324324324326,0.3885135135135135,0.4155405405405405,0.43918918918918914,0.3918918918918919,0.4695945945945946,0.4695945945945946,0.44256756756756754,0.4831081081081081,0.49662162162162166,0.44594594594594594,0.46621621621621623,0.5798611111111112,0.4628378378378379,0.42905405405405406,0.21283783783783783,0.23986486486486486,0.24324324324324326,0.23986486486486486,0.3125,0.17905405405405406,0.21959459459459457
truck,0.34797297297297297,0.30743243243243246,0.37162162162162166,0.34797297297297297,0.2743055555555556,0.35135135135135137,0.3885135135135135,0.5069444444444444,0.4864864864864865,0.47297297297297297,0.5101351351351351,0.4831081081081081,0.4966216216216216,0.4594594594594595,0.40540540540540543,0.39864864864864863,0.4155405405405405,0.38513513513513514,0.40878378378378377,0.42905405405405406,0.38175675675675674,0.5,0.4966216216216216,0.4695945945945946,0.5067567567567568,0.46283783783783783,0.4831081081081081,0.4864864864864865,0.22972972972972971,0.24662162162162163,0.2702702702702703,0.2972972972972973,0.19285714285714287,0.25,0.21959459459459457
watermelon,0.5034722222222222,0.1840277777777778,0.2534722222222222,0.3142857142857143,0.22916666666666669,0.3993055555555556,0.17361111111111108,0.7673611111111112,0.2152777777777778,0.3368055555555556,0.4826388888888889,0.4027777777777778,0.5625,0.36111111111111105,0.2986111111111111,0.14583333333333331,0.1840277777777778,0.2673611111111111,0.22569444444444445,0.2534722222222222,0.125,0.78125,0.11805555555555555,0.15972222222222218,0.22916666666666669,0.2847222222222222,0.36458333333333337,0.16666666666666669,0.5416666666666666,0.125,0.17499999999999996,0.2604166666666667,0.3090277777777778,0.4965277777777778,0.19444444444444445
working,0.411764705882353,0.4007352941176471,0.3897058823529412,0.4632352941176471,0.3939393939393939,0.34558823529411764,0.3602941176470588,0.5984848484848485,0.5,0.5551470588235294,0.5514705882352942,0.5265151515151515,0.5454545454545454,0.5367647058823529,0.36764705882352944,0.3713235294117647,0.3345588235294118,0.3522727272727273,0.3602941176470588,0.3492647058823529,0.3602941176470588,0.6617647058823529,0.5330882352941176,0.5073529411764706,0.5698529411764706,0.5183823529411765,0.6323529411764706,0.5441176470588235,0.3235294117647059,0.3235294117647059,0.36764705882352944,0.31985294117647056,0.3602941176470588,0.35661764705882354,0.4007352941176471
