concept,texture_id,avg_rating
dusk,G75,0.4769736842105263
dusk,M0,0.4934210526315789
dusk,M102,0.5337837837837838
dusk,M22,0.5098684210526315
dusk,M24,0.5921052631578947
dusk,M51,0.5
dusk,M53,0.527027027027027
dusk,M75,0.5164473684210527
dusk,P0,0.4342105263157895
dusk,P102,0.3782894736842105
dusk,P22,0.3618421052631579
dusk,P24,0.3980263157894737
dusk,P51,0.31756756756756754
dusk,P53,0.3355263157894737
dusk,P75,0.39144736842105265
dusk,S0,0.4440789473684211
dusk,S102,0.375
dusk,S22,0.4144736842105263
dusk,S24,0.3717105263157895
dusk,S51,0.41216216216216217
dusk,S53,0.41776315789473684
dusk,S75,0.4473684210526316
eating,F0,0.20833333333333331
eating,F102,0.2977941176470588
eating,F22,0.2765151515151515
eating,F24,0.21323529411764705
eating,F51,0.26838235294117646
eating,F53,0.2803030303030303
eating,F75,0.20588235294117646
eating,G0,0.26838235294117646
eating,G102,0.21323529411764705
eating,G22,0.28308823529411764
eating,G24,0.2977941176470588
eating,G51,0.2537878787878788
eating,G53,0.30514705882352944
eating,G75,0.2536764705882353
eating,M0,0.20955882352941174
eating,M102,0.13970588235294118
eating,M22,0.1691176470588235
eating,M24,0.20220588235294118
eating,M51,0.18014705882352938
eating,M53,0.1764705882352941
eating,M75,0.2426470588235294
eating,P0,0.27941176470588236
eating,P102,0.23484848484848486
eating,P22,0.1323529411764706
eating,P24,0.20220588235294118
